iter	Passed	Remaining
1468	1218995	2100256
1469	1219877	2099516
1470	1220695	2098667
1471	1221526	2097839
1472	1222391	2097068
1473	1223160	2096136
1474	1224012	2095344
1475	1224818	2094473
1476	1225712	2093752
1477	1226569	2092969
1478	1227332	2092025
1479	1228079	2091054
1480	1228796	2090032
1481	1229494	2088979
1482	1230323	2088148
1483	1231090	2087213
1484	1231972	2086471
1485	1232825	2085682
1486	1233677	2084889
1487	1234529	2084098
1488	1235346	2083247
1489	1236166	2082401
1490	1236982	2081547
1491	1237814	2080723
1492	1238689	2079970
1493	1239579	2079241
1494	1240429	2078445
1495	1241305	2077693
1496	1242159	2076903
1497	1243118	2076290
1498	1243835	2075271
1499	1244751	2074585
1500	1245571	2073740
1501	1246319	2072772
1502	1247124	2071902
1503	1247866	2070927
1504	1248584	2069911
1505	1249414	2069084
1506	1250247	2068260
1507	1251086	2067445
1508	1251833	2066479
1509	1252593	2065535
1510	1253375	2064627
1511	1254215	2063814
1512	1255080	2063043
1513	1256091	2062512
1514	1257042	2061881
1515	1257779	2060900
1516	1258641	2060123
1517	1259447	2059255
1518	1260250	2058381
1519	1261001	2057424
1520	1261853	2056630
1521	1262704	2055835
1522	1263438	2054850
1523	1264284	2054046
1524	1265023	2053071
1525	1265909	2052333
1526	1266743	2051510
1527	1267608	2050737
1528	1268356	2049776
1529	1269178	2048934
1530	1270016	2048119
1531	1270911	2047395
1532	1271759	2046595
1533	1272520	2045654
1534	1273543	2045136
1535	1274372	2044305
1536	1275132	2043364
1537	1276052	2042679
1538	1276995	2042031
1539	1277914	2041343
1540	1278619	2040315
1541	1279413	2039428
1542	1280209	2038544
1543	1281057	2037744
1544	1281902	2036939
1545	1282757	2036149
1546	1283520	2035214
1547	1284257	2034237
1548	1285023	2033307
1549	1285776	2032356
1550	1286627	2031561
1551	1287582	2030928
1552	1288496	2030232
1553	1289439	2029581
1554	1290405	2028965
1555	1291283	2028211
1556	1292256	2027606
1557	1293083	2026771
1558	1293944	2025990
1559	1294244	2024330
1560	1295042	2023452
1561	1295883	2022640
1562	1296646	2021706
1563	1297459	2020850
1564	1298289	2020022
1565	1299168	2019270
1566	1299902	2018291
1567	1300713	2017433
1568	1301581	2016663
1569	1302354	2015746
1570	1303069	2014740
1571	1303833	2013809
1572	1304606	2012892
1573	1305465	2012108
1574	1306268	2011239
1575	1307034	2010312
1576	1307858	2009474
1577	1308716	2008688
1578	1309658	2008032
1579	1310506	2007231
1580	1311294	2006338
1581	1312158	2005561
1582	1313089	2004887
1583	1313805	2003885
1584	1314626	2003043
1585	1315558	2002370
1586	1316305	2001414
1587	1317137	2000588
1588	1318065	1999908
1589	1318865	1999035
1590	1319744	1998279
1591	1320541	1997402
1592	1321443	1996681
1593	1322336	1995947
1594	1323132	1995067
1595	1323858	1994082
1596	1324753	1993351
1597	1325629	1992591
1598	1326498	1991821
1599	1327319	1990979
1600	1328178	1990194
1601	1328938	1989259
1602	1329756	1988412
1603	1330583	1987579
1604	1331475	1986843
1605	1332373	1986116
1606	1333203	1985287
1607	1334149	1984630
1608	1334891	1983670
1609	1335792	1982947
1610	1336660	1982173
1611	1337418	1981238
1612	1338211	1980353
1613	1339116	1979635
1614	1339962	1978830
1615	1340700	1977865
1616	1341600	1977138
1617	1342446	1976333
1618	1343223	1975425
1619	1343993	1974508
1620	1344860	1973734
1621	1345661	1972862
1622	1346522	1972079
1623	1347345	1971240
1624	1348133	1970348
1625	1348852	1969357
1626	1349655	1968490
1627	1350566	1967779
1628	1351324	1966844
1629	1352273	1966189
1630	1353179	1965469
1631	1354014	1964648
1632	1354779	1963725
1633	1355754	1963105
1634	1356586	1962279
1635	1357454	1961505
1636	1358205	1960561
1637	1359004	1959687
1638	1359834	1958858
1639	1360800	1958225
1640	1361706	1957504
1641	1362402	1956483
1642	1363292	1955739
1643	1364036	1954787
1644	1364913	1954024
1645	1365784	1953254
1646	1366544	1952324
1647	1367484	1951652
1648	1368260	1950746
1649	1369087	1949913
1650	1369917	1949082
1651	1370794	1948320
1652	1371624	1947491
1653	1372458	1946666
1654	1373216	1945735
1655	1374111	1944998
1656	1375055	1944330
1657	1375978	1943632
1658	1376859	1942873
1659	1377647	1941984
1660	1378455	1941123
1661	1379357	1940395
1662	1380333	1939771
1663	1381272	1939094
1664	1382091	1938247
1665	1382885	1937367
1666	1383818	1936681
1667	1384724	1935957
1668	1385583	1935167
1669	1386425	1934353
1670	1387227	1933484
1671	1388097	1932709
1672	1388892	1931830
1673	1389789	1931093
1674	1390684	1930352
1675	1391372	1929325
1676	1392306	1928638
1677	1393171	1927857
1678	1393958	1926967
1679	1394897	1926286
1680	1395660	1925364
1681	1396364	1924359
1682	1397010	1923275
1683	1397792	1922379
1684	1398500	1921382
1685	1399377	1920616
1686	1400106	1919648
1687	1400908	1918779
1688	1401753	1917970
1689	1402593	1917155
1690	1403394	1916285
1691	1404248	1915487
1692	1405097	1914684
1693	1405841	1913737
1694	1406652	1912881
1695	1407452	1912011
1696	1408249	1911136
1697	1408933	1910109
1698	1409852	1909399
1699	1410747	1908658
1700	1411593	1907849
1701	1412516	1907146
1702	1413476	1906491
1703	1414377	1905757
1704	1415352	1905122
1705	1416318	1904475
1706	1417085	1903559
1707	1417842	1902631
1708	1418843	1902030
1709	1419799	1901368
1710	1420531	1900407
1711	1421368	1899585
1712	1422189	1898742
1713	1423049	1897952
1714	1423735	1896930
1715	1424569	1896105
1716	1425343	1895200
1717	1426242	1894462
1718	1427080	1893641
1719	1427902	1892800
1720	1428734	1891972
1721	1429458	1891003
1722	1430275	1890154
1723	1431112	1889333
1724	1432137	1888761
1725	1432940	1887894
1726	1433731	1887012
1727	1434437	1886019
1728	1435158	1885046
1729	1435928	1884137
1730	1436911	1883508
1731	1437746	1882684
1732	1438463	1881706
1733	1439240	1880807
1734	1440149	1880079
1735	1440891	1879135
1736	1441793	1878398
1737	1442691	1877656
1738	1443539	1876850
1739	1444466	1876146
1740	1445230	1875230
1741	1446023	1874351
1742	1446987	1873695
1743	1447853	1872910
1744	1448710	1872115
1745	1449468	1871191
1746	1450238	1870285
1747	1451039	1869416
1748	1451858	1868572
1749	1452743	1867813
1750	1453498	1866886
1751	1454319	1866044
1752	1455137	1865199
1753	1455963	1864363
1754	1456711	1863428
1755	1457613	1862691
1756	1458442	1861859
1757	1459187	1860920
1758	1460016	1860089
1759	1460818	1859223
1760	1461622	1858361
1761	1462473	1857556
1762	1463194	1856589
1763	1463824	1855504
1764	1464745	1854790
1765	1465585	1853974
1766	1466393	1853116
1767	1467142	1852183
1768	1467972	1851355
1769	1468791	1850511
1770	1469569	1849616
1771	1470399	1848786
1772	1471215	1847940
1773	1472134	1847221
1774	1473099	1846560
1775	1473931	1845734
1776	1474679	1844801
1777	1475398	1843833
1778	1476206	1842976
1779	1477144	1842281
1780	1477915	1841377
1781	1478733	1840533
1782	1479497	1839622
1783	1480319	1838782
1784	1480896	1837638
1785	1481830	1836938
1786	1482688	1836144
1787	1483620	1835441
1788	1484561	1834748
1789	1485537	1834099
1790	1486443	1833363
1791	1487162	1832396
1792	1488017	1831597
1793	1488712	1830601
1794	1489583	1829822
1795	1490460	1829050
1796	1491377	1828327
1797	1492131	1827404
1798	1492946	1826556
1799	1493846	1825812
1800	1494630	1824925
1801	1495411	1824037
1802	1496239	1823204
1803	1496992	1822280
1804	1497800	1821424
1805	1498688	1820665
1806	1499434	1819734
1807	1500206	1818834
1808	1501029	1817996
1809	1501914	1817233
1810	1502778	1816445
1811	1503643	1815657
1812	1504359	1814691
1813	1505167	1813835
1814	1506004	1813014
1815	1506756	1812090
1816	1507559	1811228
1817	1508301	1810293
1818	1509256	1809614
1819	1510137	1808845
1820	1510938	1807982
1821	1511811	1807204
1822	1512754	1806508
1823	1513666	1805777
1824	1514543	1805004
1825	1515438	1804251
1826	1516355	1803525
1827	1517303	1802835
1828	1518287	1802187
1829	1519199	1801454
1830	1519985	1800572
1831	1520904	1799847
1832	1521786	1799078
1833	1522776	1798437
1834	1523677	1797690
1835	1524436	1796776
1836	1525321	1796009
1837	1526258	1795305
1838	1527126	1794519
1839	1528112	1793871
1840	1529122	1793250
1841	1529997	1792472
1842	1530860	1791679
1843	1531683	1790840
1844	1532388	1789862
1845	1533135	1788935
1846	1533980	1788121
1847	1534810	1787290
1848	1535689	1786515
1849	1536508	1785672
1850	1537371	1784879
1851	1538234	1784085
1852	1539104	1783300
1853	1539940	1782476
1854	1540786	1781664
1855	1541620	1780837
1856	1542498	1780061
1857	1543274	1779167
1858	1544069	1778296
1859	1544941	1777513
1860	1545747	1776654
1861	1546604	1775854
1862	1547426	1775013
1863	1548232	1774154
1864	1549057	1773317
1865	1549873	1772471
1866	1550720	1771658
1867	1551608	1770894
1868	1552508	1770141
1869	1553438	1769424
1870	1554248	1768569
1871	1555129	1767796
1872	1555924	1766925
1873	1556976	1766345
1874	1557758	1765459
1875	1558547	1764581
1876	1559332	1763699
1877	1560132	1762833
1878	1560989	1762032
1879	1561801	1761180
1880	1562701	1760427
1881	1563604	1759678
1882	1564438	1758850
1883	1565251	1758000
1884	1566021	1757100
1885	1566845	1756262
1886	1567719	1755479
1887	1568451	1754539
1888	1569334	1753766
1889	1570198	1752972
1890	1571105	1752226
1891	1571873	1751326
1892	1572745	1750541
1893	1573563	1749695
1894	1574257	1748713
1895	1575074	1747866
1896	1575987	1747127
1897	1576736	1746206
1898	1577461	1745258
1899	1578230	1744360
1900	1579136	1743612
1901	1580002	1742820
1902	1580748	1741896
1903	1581535	1741017
1904	1582497	1740332
1905	1583239	1739403
1906	1584120	1738628
1907	1584877	1737716
1908	1585731	1736911
1909	1586547	1736065
1910	1587456	1735319
1911	1588206	1734401
1912	1589056	1733591
1913	1589881	1732754
1914	1590778	1731996
1915	1591732	1731300
1916	1592562	1730467
1917	1593453	1729703
1918	1594269	1728855
1919	1595059	1727981
1920	1595803	1727056
1921	1596581	1726169
1922	1597350	1725271
1923	1598182	1724442
1924	1599010	1723608
1925	1599859	1722797
1926	1600856	1722146
1927	1601826	1721465
1928	1602703	1720683
1929	1603570	1719892
1930	1604406	1719066
1931	1605324	1718329
1932	1606214	1717561
1933	1607030	1716713
1934	1607764	1715779
1935	1608617	1714972
1936	1609499	1714196
1937	1610323	1713357
1938	1611252	1712631
1939	1612043	1711757
1940	1612853	1710904
1941	1613615	1709999
1942	1614484	1709209
1943	1615317	1708381
1944	1616258	1707666
1945	1617113	1706860
1946	1617969	1706056
1947	1618789	1705213
1948	1619660	1704425
1949	1620521	1703625
1950	1621348	1702789
1951	1622148	1701926
1952	1622977	1701093
1953	1623814	1700268
1954	1624611	1699401
1955	1625452	1698580
1956	1626391	1697862
1957	1627333	1697147
1958	1628221	1696375
1959	1629034	1695525
1960	1629867	1694696
1961	1630661	1693826
1962	1631585	1693091
1963	1632507	1692354
1964	1633301	1691484
1965	1634118	1690639
1966	1634899	1689756
1967	1635695	1688888
1968	1636628	1688163
1969	1637430	1687301
1970	1638345	1686556
1971	1639220	1685769
1972	1640204	1685095
1973	1641081	1684311
1974	1641893	1683459
1975	1642769	1682675
1976	1643626	1681869
1977	1644376	1680954
1978	1645114	1680028
1979	1646061	1679315
1980	1646863	1678454
1981	1647672	1677599
1982	1648540	1676806
1983	1649337	1675939
1984	1650104	1675042
1985	1650979	1674255
1986	1651849	1673463
1987	1652611	1672562
1988	1653379	1671667
1989	1654164	1670788
1990	1654939	1669901
1991	1655784	1669083
1992	1656516	1668152
1993	1657271	1667245
1994	1658198	1666509
1995	1659072	1665722
1996	1660017	1665004
1997	1660836	1664161
1998	1661657	1663319
1999	1662618	1662618
2000	1663482	1661820
2001	1664298	1660973
2002	1665084	1660096
2003	1665976	1659325
2004	1667175	1658859
2005	1667970	1657992
2006	1668840	1657199
2007	1669920	1656614
2008	1671539	1656563
2009	1672327	1655687
2010	1673060	1654757
2011	1674054	1654085
2012	1674887	1653254
2013	1675894	1652594
2014	1676813	1651848
2015	1677929	1651295
2016	1678942	1650641
2017	1679856	1649888
2018	1680660	1649028
2019	1681610	1648310
2020	1682290	1647329
2021	1683105	1646480
2022	1683926	1645636
2023	1684921	1644962
2024	1685823	1644197
2025	1686694	1643403
2026	1687662	1642702
2027	1688557	1641931
2028	1689649	1641350
2029	1690650	1640680
2030	1691679	1640037
2031	1692728	1639414
2032	1693601	1638619
2033	1694531	1637880
2034	1695535	1637212
2035	1696346	1636357
2036	1697220	1635564
2037	1697995	1634674
2038	1698859	1633871
2039	1699530	1632882
2040	1700425	1632108
2041	1701106	1631129
2042	1701836	1630198
2043	1702621	1629319
2044	1703448	1628480
2045	1704458	1627816
2046	1705316	1627006
2047	1706191	1626213
2048	1707125	1625476
2049	1708024	1624706
2050	1708756	1623776
2051	1709703	1623051
2052	1710025	1621733
2053	1710831	1620875
2054	1711619	1620000
2055	1712410	1619127
2056	1713122	1618180
2057	1713853	1617251
2058	1714537	1616278
2059	1715329	1615407
2060	1716039	1614459
2061	1716861	1613616
2062	1717708	1612797
2063	1718453	1611882
2064	1719266	1611032
2065	1719996	1610102
2066	1720901	1609338
2067	1722080	1608829
2068	1723249	1608310
2069	1724309	1607689
2070	1725168	1606881
2071	1726010	1606056
2072	1726895	1605271
2073	1727632	1604349
2074	1728359	1603418
2075	1729087	1602487
2076	1729958	1601689
2077	1730842	1600904
2078	1731670	1600067
2079	1732617	1599339
2080	1733533	1598582
2081	1734313	1597701
2082	1735178	1596897
2083	1735922	1595982
2084	1736915	1595296
2085	1737881	1594585
2086	1738711	1593749
2087	1739516	1592890
2088	1740406	1592109
2089	1741191	1591232
2090	1741956	1590337
2091	1742703	1589425
2092	1743545	1588600
2093	1744518	1587894
2094	1745414	1587119
2095	1746171	1586216
2096	1747142	1585509
2097	1748032	1584727
2098	1748763	1583801
2099	1749543	1582920
2100	1750252	1581975
2101	1750979	1581046
2102	1751704	1580115
2103	1752402	1579160
2104	1753231	1578324
2105	1754035	1577465
2106	1755001	1576753
2107	1755726	1575822
2108	1756568	1574998
2109	1757466	1574223
2110	1758274	1573368
2111	1759147	1572571
2112	1759871	1571640
2113	1760563	1570682
2114	1761290	1569755
2115	1762159	1568954
2116	1762999	1568128
2117	1763792	1567259
2118	1764599	1566404
2119	1765383	1565528
2120	1766182	1564665
2121	1766908	1563738
2122	1767689	1562860
2123	1768496	1562005
2124	1769203	1561061
2125	1770063	1560253
2126	1770802	1559338
2127	1771709	1558571
2128	1772705	1557882
2129	1773621	1557123
2130	1774380	1556225
2131	1775104	1555298
2132	1775835	1554376
2133	1776686	1553559
2134	1777405	1552628
2135	1778238	1551795
2136	1778886	1550802
2137	1779645	1549906
2138	1780355	1548967
2139	1781099	1548058
2140	1781925	1547220
2141	1782838	1546458
2142	1783744	1545690
2143	1784584	1544864
2144	1785496	1544100
2145	1786361	1543296
2146	1787076	1542362
2147	1787760	1541402
2148	1788560	1540542
2149	1789354	1539677
2150	1790184	1538843
2151	1791023	1538016
2152	1791781	1537120
2153	1792644	1536314
2154	1793403	1535419
2155	1794215	1534570
2156	1795037	1533729
2157	1795856	1532886
2158	1796654	1532024
2159	1797438	1531151
2160	1798161	1530226
2161	1798888	1529305
2162	1799573	1528348
2163	1800442	1527547
2164	1801314	1526749
2165	1802117	1525892
2166	1802954	1525064
2167	1803771	1524219
2168	1804690	1523461
2169	1805530	1522635
2170	1806302	1521753
2171	1807075	1520872
2172	1807853	1519994
2173	1808542	1519042
2174	1809439	1518265
2175	1810241	1517408
2176	1811075	1516578
2177	1811762	1515624
2178	1812534	1514743
2179	1813284	1513843
2180	1814079	1512980
2181	1814858	1512104
2182	1815544	1511151
2183	1816373	1510317
2184	1816935	1509262
2185	1817790	1508450
2186	1818594	1507595
2187	1819539	1506857
2188	1820382	1506036
2189	1821344	1505312
2190	1822094	1504412
2191	1823000	1503642
2192	1823878	1502849
2193	1824682	1501994
2194	1825558	1501199
2195	1826432	1500402
2196	1827089	1499427
2197	1827939	1498610
2198	1828815	1497816
2199	1829583	1496932
2200	1830286	1495994
2201	1831075	1495129
2202	1831949	1494331
2203	1832756	1493480
2204	1833577	1492640
2205	1834236	1491668
2206	1834959	1490748
2207	1835755	1489888
2208	1836522	1489004
2209	1837314	1488141
2210	1838049	1487232
2211	1838784	1486322
2212	1839556	1485444
2213	1840263	1484512
2214	1841076	1483666
2215	1841848	1482787
2216	1842587	1481882
2217	1843305	1480960
2218	1844147	1480138
2219	1844953	1479287
2220	1845763	1478438
2221	1846472	1477510
2222	1847355	1476720
2223	1848063	1475791
2224	1848932	1474991
2225	1849750	1474150
2226	1850512	1473264
2227	1851347	1472436
2228	1852146	1471579
2229	1852824	1470627
2230	1853699	1469831
2231	1854426	1468918
2232	1855312	1468131
2233	1856099	1467265
2234	1856838	1466362
2235	1857672	1465533
2236	1858429	1464645
2237	1859212	1463776
2238	1860034	1462939
2239	1860843	1462091
2240	1861678	1461263
2241	1862457	1460392
2242	1863327	1459592
2243	1864135	1458744
2244	1864908	1457868
2245	1865620	1456945
2246	1866426	1456095
2247	1867266	1455271
2248	1868032	1454390
2249	1868925	1453608
2250	1869798	1452811
2251	1870518	1451894
2252	1871330	1451049
2253	1872110	1450179
2254	1872805	1449244
2255	1873640	1448417
2256	1874513	1447619
2257	1875347	1446791
2258	1876009	1445831
2259	1876823	1444987
2260	1877637	1444145
2261	1878470	1443316
2262	1879190	1442401
2263	1880060	1441601
2264	1880913	1440787
2265	1881691	1439917
2266	1882428	1439015
2267	1883334	1438242
2268	1884189	1437431
2269	1885104	1436665
2270	1885989	1435876
2271	1886805	1435035
2272	1887659	1434222
2273	1888527	1433420
2274	1889338	1432575
2275	1890219	1431783
2276	1891202	1431068
2277	1892059	1430257
2278	1892972	1429489
2279	1893861	1428702
2280	1894750	1427915
2281	1895599	1427098
2282	1896507	1426326
2283	1897303	1425469
2284	1898154	1424654
2285	1898945	1423793
2286	1899740	1422936
2287	1900525	1422071
2288	1901404	1421276
2289	1902273	1420475
2290	1903156	1419683
2291	1904007	1418867
2292	1904851	1418046
2293	1905703	1417232
2294	1906526	1416395
2295	1907314	1415533
2296	1907959	1414564
2297	1908826	1413760
2298	1909589	1412880
2299	1910418	1412048
2300	1911230	1411204
2301	1912129	1410423
2302	1912971	1409601
2303	1913921	1408859
2304	1914880	1408122
2305	1915824	1407374
2306	1916690	1406569
2307	1917472	1405703
2308	1918261	1404841
2309	1919122	1404033
2310	1919936	1403190
2311	1920786	1402373
2312	1921599	1401529
2313	1922413	1400686
2314	1923231	1399846
2315	1924130	1399065
2316	1924861	1398162
2317	1925656	1397305
2318	1926478	1396468
2319	1927304	1395634
2320	1928126	1394796
2321	1928921	1393940
2322	1929843	1393175
2323	1930624	1392309
2324	1931462	1391483
2325	1932309	1390665
2326	1933175	1389859
2327	1934072	1389076
2328	1935018	1388327
2329	1935895	1387530
2330	1936732	1386703
2331	1937573	1385880
2332	1938388	1385038
2333	1939249	1384228
2334	1940194	1383479
2335	1940923	1382575
2336	1941771	1381757
2337	1942573	1380905
2338	1943404	1380074
2339	1944199	1379218
2340	1945140	1378465
2341	1945973	1377636
2342	1946831	1376824
2343	1947505	1375882
2344	1948417	1375108
2345	1949296	1374311
2346	1950091	1373456
2347	1951008	1372685
2348	1951835	1371851
2349	1952755	1371083
2350	1953650	1370297
2351	1954502	1369481
2352	1955266	1368603
2353	1955953	1367672
2354	1956774	1366834
2355	1957647	1366032
2356	1958501	1365217
2357	1959333	1364387
2358	1960186	1363572
2359	1961099	1362798
2360	1961807	1361881
2361	1962610	1361031
2362	1963375	1360154
2363	1964093	1359245
2364	1964964	1358442
2365	1965810	1357622
2366	1966564	1356738
2367	1967378	1355895
2368	1968255	1355096
2369	1968946	1354170
2370	1969725	1353303
2371	1970449	1352399
2372	1971187	1351505
2373	1972011	1350669
2374	1972784	1349799
2375	1973658	1348998
2376	1974574	1348226
2377	1975368	1347370
2378	1976233	1346563
2379	1977066	1345734
2380	1977762	1344812
2381	1978537	1343943
2382	1979411	1343142
2383	1980168	1342261
2384	1981034	1341455
2385	1981932	1340670
2386	1982717	1339808
2387	1983520	1338959
2388	1984389	1338154
2389	1985159	1337283
2390	1986089	1336519
2391	1986740	1335567
2392	1987680	1334811
2393	1988467	1333951
2394	1989262	1333096
2395	1990110	1332277
2396	1990938	1331445
2397	1991793	1330631
2398	1992649	1329817
2399	1993410	1328940
2400	1994346	1328179
2401	1995109	1327304
2402	1995935	1326470
2403	1996692	1325591
2404	1997544	1324775
2405	1998321	1323908
2406	1999256	1323147
2407	2000058	1322297
2408	2001050	1321573
2409	2001791	1320683
2410	2002683	1319893
2411	2003503	1319056
2412	2004273	1318185
2413	2005154	1317388
2414	2005967	1316545
2415	2006727	1315669
2416	2007496	1314797
2417	2008389	1314008
2418	2009335	1313253
2419	2010256	1312481
2420	2011238	1311749
2421	2011957	1310845
2422	2012869	1310068
2423	2013726	1309254
2424	2014626	1308468
2425	2015486	1307656
2426	2016330	1306834
2427	2017196	1306026
2428	2018104	1305246
2429	2018881	1304380
2430	2019727	1303559
2431	2020553	1302725
2432	2021288	1301832
2433	2022071	1300970
2434	2023093	1300263
2435	2023986	1299472
2436	2024745	1298595
2437	2025674	1297827
2438	2026453	1296963
2439	2027231	1296098
2440	2028126	1295308
2441	2028942	1294468
2442	2029852	1293688
2443	2030691	1292862
2444	2031612	1292089
2445	2032517	1291305
2446	2033331	1290463
2447	2034187	1289648
2448	2034952	1288775
2449	2035737	1287915
2450	2036500	1287041
2451	2037337	1286214
2452	2038202	1285405
2453	2038981	1284542
2454	2039734	1283661
2455	2040513	1282798
2456	2041313	1281948
2457	2042173	1281135
2458	2043106	1280368
2459	2043966	1279556
2460	2044793	1278722
2461	2045708	1277944
2462	2046393	1277022
2463	2047182	1276165
2464	2048062	1275365
2465	2048954	1274572
2466	2049757	1273724
2467	2050626	1272917
2468	2051478	1272099
2469	2052421	1271338
2470	2053201	1270475
2471	2054031	1269644
2472	2054915	1268846
2473	2055712	1267994
2474	2056523	1267150
2475	2057255	1266259
2476	2058041	1265400
2477	2058849	1264555
2478	2059721	1263750
2479	2060606	1262952
2480	2061426	1262114
2481	2062238	1261272
2482	2063055	1260432
2483	2063832	1259569
2484	2064683	1258750
2485	2065500	1257911
2486	2066394	1257118
2487	2067295	1256330
2488	2068198	1255543
2489	2068998	1254693
2490	2069944	1253932
2491	2070749	1253085
2492	2071557	1252241
2493	2072389	1251410
2494	2073212	1250575
2495	2074071	1249761
2496	2074980	1248977
2497	2075854	1248171
2498	2076722	1247362
2499	2077585	1246551
2500	2078465	1245749
2501	2079216	1244870
2502	2080039	1244034
2503	2080905	1243224
2504	2081639	1242335
2505	2082565	1241561
2506	2083424	1240746
2507	2084337	1239964
2508	2085045	1239060
2509	2085960	1238279
2510	2086771	1237436
2511	2087613	1236611
2512	2088435	1235775
2513	2089345	1234991
2514	2090214	1234182
2515	2090968	1233305
2516	2091796	1232473
2517	2092680	1231673
2518	2093423	1230790
2519	2094319	1229997
2520	2095142	1229161
2521	2096020	1228357
2522	2096901	1227555
2523	2097845	1226791
2524	2098704	1225975
2525	2099505	1225127
2526	2100358	1224308
2527	2101217	1223493
2528	2102016	1222643
2529	2102875	1221828
2530	2103700	1220994
2531	2104553	1220175
2532	2105418	1219363
2533	2106213	1218511
2534	2107112	1217719
2535	2107822	1216818
2536	2108708	1216018
2537	2109595	1215220
2538	2110406	1214377
2539	2111276	1213568
2540	2112035	1212695
2541	2112934	1211903
2542	2113779	1211080
2543	2114689	1210293
2544	2115450	1209422
2545	2116214	1208552
2546	2117107	1207757
2547	2117858	1206880
2548	2118666	1206035
2549	2119475	1205192
2550	2120312	1204363
2551	2121184	1203556
2552	2122035	1202735
2553	2122906	1201927
2554	2123643	1201043
2555	2124511	1200232
2556	2125385	1199425
2557	2126262	1198620
2558	2127240	1197871
2559	2128079	1197044
2560	2128936	1196227
2561	2129782	1195404
2562	2130523	1194522
2563	2131434	1193736
2564	2132184	1192859
2565	2132907	1191967
2566	2133726	1191130
2567	2134621	1190334
2568	2135375	1189459
2569	2136138	1188590
2570	2136894	1187717
2571	2137797	1186926
2572	2138559	1186057
2573	2139431	1185248
2574	2140266	1184419
2575	2141090	1183583
2576	2141887	1182734
2577	2142781	1181937
2578	2143606	1181103
2579	2144406	1180254
2580	2145160	1179381
2581	2145891	1178495
2582	2146773	1177691
2583	2147541	1176826
2584	2148353	1175984
2585	2149251	1175190
2586	2150012	1174320
2587	2150968	1173557
2588	2151875	1172767
2589	2152704	1171935
2590	2153629	1171155
2591	2154372	1170276
2592	2155242	1169466
2593	2156123	1168662
2594	2156988	1167849
2595	2157819	1167017
2596	2158668	1166196
2597	2159450	1165338
2598	2160205	1164466
2599	2161059	1163647
2600	2161854	1162796
2601	2162686	1161966
2602	2163553	1161154
2603	2164338	1160298
2604	2165110	1159435
2605	2165939	1158603
2606	2166861	1157820
2607	2167542	1156909
2608	2168418	1156101
2609	2169268	1155281
2610	2170108	1154454
2611	2170878	1153590
2612	2171707	1152758
2613	2172526	1151921
2614	2173379	1151101
2615	2174160	1150243
2616	2174520	1149163
2617	2175401	1148359
2618	2176269	1147548
2619	2177121	1146727
2620	2177971	1145907
2621	2178701	1145023
2622	2179492	1144171
2623	2180296	1143326
2624	2181176	1142520
2625	2181911	1141640
2626	2182607	1140738
2627	2183382	1139878
2628	2184174	1139027
2629	2185039	1138214
2630	2185877	1137387
2631	2186684	1136544
2632	2187428	1135668
2633	2188298	1134857
2634	2189137	1134031
2635	2189941	1133186
2636	2190615	1132274
2637	2191431	1131436
2638	2192280	1130615
2639	2193101	1129779
2640	2193934	1128950
2641	2194855	1128165
2642	2195681	1127332
2643	2196554	1126523
2644	2197332	1125665
2645	2198113	1124809
2646	2198892	1123952
2647	2199744	1123132
2648	2200581	1122304
2649	2201493	1121515
2650	2202409	1120728
2651	2203250	1119902
2652	2204051	1119056
2653	2204792	1118180
2654	2205707	1117392
2655	2206598	1116591
2656	2207457	1115775
2657	2208349	1114975
2658	2209121	1114114
2659	2210012	1113314
2660	2210884	1112504
2661	2211764	1111698
2662	2212787	1110964
2663	2213624	1110135
2664	2214449	1109302
2665	2215284	1108473
2666	2216106	1107637
2667	2216949	1106813
2668	2217805	1105994
2669	2218611	1105150
2670	2219442	1104320
2671	2220267	1103486
2672	2221125	1102668
2673	2221993	1101856
2674	2222786	1101006
2675	2223568	1100151
2676	2224486	1099363
2677	2225309	1098528
2678	2226196	1097724
2679	2227091	1096925
2680	2227910	1096088
2681	2228735	1095254
2682	2229656	1094467
2683	2230436	1093612
2684	2231296	1092795
2685	2232054	1091928
2686	2232858	1091084
2687	2233698	1090257
2688	2234516	1089420
2689	2235279	1088555
2690	2236101	1087720
2691	2236903	1086875
2692	2237711	1086033
2693	2238550	1085206
2694	2239437	1084402
2695	2240315	1083594
2696	2241140	1082761
2697	2241968	1081928
2698	2242773	1081085
2699	2243611	1080257
2700	2244395	1079403
2701	2245291	1078604
2702	2246166	1077794
2703	2247132	1077027
2704	2248225	1076322
2705	2249153	1075537
2706	2249935	1074682
2707	2250759	1073848
2708	2251684	1073061
2709	2252387	1072169
2710	2253185	1071322
2711	2254055	1070510
2712	2254905	1069688
2713	2255697	1068838
2714	2256619	1068050
2715	2257337	1067165
2716	2258217	1066357
2717	2259006	1065506
2718	2260086	1064792
2719	2260942	1063972
2720	2261918	1063209
2721	2262790	1062397
2722	2263604	1061558
2723	2264456	1060736
2724	2265316	1059918
2725	2266121	1059074
2726	2267027	1058278
2727	2267753	1057398
2728	2268646	1056595
2729	2269657	1055847
2730	2270701	1055115
2731	2271628	1054328
2732	2272601	1053562
2733	2273433	1052730
2734	2274296	1051913
2735	2275132	1051084
2736	2275857	1050203
2737	2276635	1049347
2738	2277465	1048515
