iter	RMSE
176	123.5743172
177	123.4111236
178	123.1591173
179	122.9192819
180	122.751559
181	122.3734366
182	122.2378805
183	122.0327225
184	121.7555089
185	121.5921131
186	121.3441875
187	121.1359326
188	120.9532166
189	120.7914357
190	120.6831394
191	120.4500148
192	120.2131965
193	120.0304901
194	119.9027824
195	119.7197894
196	119.6554853
197	119.4724676
198	119.2017895
199	118.7720222
200	118.6753202
201	118.1795099
202	118.0405298
203	117.6538578
204	117.2957744
205	117.0471669
206	116.8910403
207	116.7080745
208	116.5414659
209	116.2698524
210	116.2688348
211	116.0719334
212	116.0407457
213	115.7332409
214	115.4458294
215	115.2060227
216	114.9852632
217	114.840947
218	114.6002948
219	114.4455317
220	114.1642247
221	114.0336475
222	113.891028
223	113.8049062
224	113.6278427
225	113.4693203
226	113.0765954
227	112.8728192
228	112.7425994
229	112.5993371
230	112.3542972
231	111.8875087
232	111.6719985
233	111.6056147
234	111.4772246
235	111.2420568
236	110.9206741
237	110.7696246
238	110.7169997
239	110.6311361
240	110.5623528
241	110.4840448
242	110.3199594
243	110.1036343
244	109.8270665
245	109.6366061
246	109.4550504
247	109.1320532
248	109.103773
249	108.895031
250	108.8335671
251	108.7051318
252	108.5600513
253	108.4148801
254	108.2195079
255	108.0025529
256	107.836739
257	107.6208084
258	107.4869968
259	107.3862478
260	107.2760685
261	106.9733022
262	106.7114555
263	106.5461724
264	106.4445256
265	106.4110658
266	106.3003327
267	106.2482903
268	106.1599225
269	106.0703787
270	105.9931316
271	105.8882708
272	105.8424164
273	105.729531
274	105.661435
275	105.5979596
276	105.5327961
277	105.3343873
278	105.242963
279	105.1749554
280	105.1081219
281	104.8631848
282	104.6626222
283	104.4465118
284	104.3372825
285	104.2559033
286	104.1206786
287	104.0385554
288	103.948273
289	103.7931956
290	103.5675551
291	103.4996434
292	103.3905475
293	103.2505482
294	103.1801596
295	103.0349269
296	102.9568107
297	102.8266321
298	102.7234852
299	102.5542549
300	102.4788967
301	102.3996534
302	102.3987153
303	102.2794588
304	102.1397385
305	102.0527324
306	101.9037838
307	101.7036986
308	101.544325
309	101.324465
310	101.246954
311	101.145512
312	101.0781819
313	100.9780105
314	100.8610593
315	100.6435901
316	100.537442
317	100.4014501
318	100.2916571
319	100.0500686
320	99.99227009
321	99.90533305
322	99.85848507
323	99.77750675
324	99.6632995
325	99.47208643
326	99.2837385
327	99.1643516
328	99.0557745
329	99.00502347
330	98.93579144
331	98.87120076
332	98.66299333
333	98.5784033
334	98.38412147
335	98.29057096
336	98.26406201
337	98.24978146
338	98.20207058
339	98.02958186
340	97.88431416
341	97.82472082
342	97.67391585
343	97.57790842
344	97.41799731
345	97.23621199
346	97.19763531
347	97.15020925
348	97.09870234
349	97.01434332
350	96.89800035
351	96.75337118
352	96.68822479
353	96.55893953
354	96.41522534
355	96.26434963
356	96.07166633
357	95.9417685
358	95.77962447
359	95.6280142
360	95.60449802
361	95.48659003
362	95.36386137
363	95.28091588
364	95.21564638
365	94.98548534
366	94.88513928
367	94.77631224
368	94.69390904
369	94.59044058
370	94.35788053
371	94.27394784
372	94.09183176
373	93.9744236
374	93.91836253
375	93.81645333
376	93.59104092
377	93.45348848
378	93.26066699
379	93.14588375
380	93.08120626
381	93.02510955
382	92.90626807
383	92.71348609
384	92.60063138
385	92.49916824
386	92.42868921
387	92.29901922
388	92.19393053
389	92.14756214
390	92.09204449
391	91.92982334
392	91.89696469
393	91.77343725
394	91.60628398
395	91.51592234
396	91.41553276
397	91.31370489
398	91.20017403
399	91.16127072
400	90.94123698
401	90.80983828
402	90.702467
403	90.45966861
404	90.35346938
405	90.25196913
406	90.16060027
407	90.00149978
408	89.89222817
409	89.80255887
410	89.68310659
411	89.49604594
412	89.40967059
413	89.27823406
414	89.19759987
415	89.15083127
416	89.09433253
417	89.00203698
418	88.91288615
419	88.81237388
420	88.78359703
421	88.66947406
422	88.58216645
423	88.43192141
424	88.35643066
425	88.24314707
426	88.17922044
427	88.07294013
428	87.97289032
429	87.88361905
430	87.80193486
431	87.76708555
432	87.67173723
433	87.6250916
434	87.55189927
435	87.50447025
436	87.382467
437	87.31195592
438	87.18810329
439	87.11443219
440	87.038004
441	86.93525578
442	86.90703302
443	86.83274907
444	86.68521593
445	86.62752721
446	86.55363436
447	86.45581066
448	86.27070254
449	86.19120449
450	86.1045891
451	86.05905575
452	85.94615211
453	85.8736349
454	85.79655482
455	85.71677601
456	85.62693461
457	85.57687879
458	85.4603583
459	85.33060712
460	85.22605539
461	84.99741126
462	84.8901144
463	84.72907866
464	84.60881788
465	84.58215366
466	84.48546823
467	84.38308285
468	84.20349432
469	84.09547913
470	84.06933601
471	84.0150384
472	83.92078306
473	83.78148422
474	83.73790942
475	83.6369833
476	83.55677845
477	83.50549406
478	83.41724022
479	83.20240937
480	83.15711215
481	83.07418454
482	82.88177871
483	82.78177869
484	82.63971535
485	82.52869253
486	82.43651061
487	82.40188688
488	82.34971231
489	82.2573631
490	82.15020163
491	82.09827679
492	82.01234494
493	81.87065035
494	81.79596694
495	81.71002505
496	81.63045742
497	81.58518456
498	81.28496685
499	81.18184867
500	80.98892667
501	80.95617926
502	80.9321449
503	80.87362246
504	80.84806005
505	80.80031442
506	80.73871549
507	80.60964178
508	80.53168658
509	80.45396671
510	80.34240044
511	80.22521963
512	80.14358139
513	80.0951722
514	79.9981289
515	79.93525332
516	79.9042004
517	79.84465232
518	79.76480223
519	79.6802964
520	79.53333901
521	79.46089817
522	79.432778
523	79.42227229
524	79.37083193
525	79.3134247
526	79.2639947
527	79.20374979
528	79.17483822
529	79.11182762
530	79.04652191
531	78.997434
532	78.79310655
533	78.60851299
534	78.56651083
535	78.42577822
536	78.3408445
537	78.19973582
538	78.17408357
539	78.11893135
540	78.06249219
541	78.02442808
542	77.95458979
543	77.88013166
544	77.78420992
545	77.72766765
546	77.63128942
547	77.56053955
548	77.51094638
549	77.43233661
550	77.40469007
551	77.32042929
552	77.23983712
553	77.19191178
554	77.14595594
555	77.09756953
556	77.03390177
557	76.91583088
558	76.83790935
559	76.72067832
560	76.70749174
561	76.64679751
562	76.5789399
563	76.52689042
564	76.49601039
565	76.41303682
566	76.33388773
567	76.30143553
568	76.17714824
569	76.116436
570	76.07397054
571	76.03545317
572	75.98475926
573	75.899505
574	75.8499546
575	75.72931949
576	75.61140893
577	75.55985727
578	75.52359708
579	75.47634712
580	75.44388781
581	75.39790308
582	75.3347427
583	75.26509275
584	75.18730689
585	75.14408971
586	75.10862363
587	75.06304946
588	74.98982911
589	74.81906626
590	74.75088798
591	74.62492527
592	74.49105312
593	74.47632288
594	74.43842994
595	74.3497068
596	74.2773841
597	74.1945065
598	74.11499331
599	74.0766898
600	73.99931857
601	73.97690199
602	73.93227141
603	73.85391784
604	73.76008225
605	73.7284779
606	73.69290339
607	73.66596302
608	73.61650662
609	73.57555561
610	73.53207474
611	73.44338107
612	73.41937328
613	73.39164448
614	73.35717751
615	73.33976036
616	73.29927721
617	73.23328043
618	73.21349586
619	73.13879512
620	73.10674819
621	73.01031795
622	72.96119853
623	72.92231348
624	72.89700683
625	72.78615602
626	72.72298533
627	72.65904675
628	72.6186473
629	72.47490565
630	72.35220028
631	72.27954596
632	72.23666613
633	72.16157673
634	72.00829951
635	71.95349854
636	71.89508449
637	71.87994395
638	71.86012972
639	71.79844881
640	71.76418106
641	71.64034312
642	71.59193569
643	71.53047265
644	71.43753695
645	71.39430045
646	71.32756142
647	71.28263195
648	71.22664744
649	71.19328991
650	71.1572652
651	71.04844939
652	71.03013482
653	70.99208471
654	70.97734515
655	70.95841442
656	70.88564873
657	70.84398042
658	70.81433874
659	70.78825793
660	70.6790086
661	70.62417504
662	70.59107999
663	70.44827935
664	70.39308727
665	70.37095589
666	70.31489476
667	70.17832613
668	70.10744402
669	70.05667205
670	70.00874776
671	70.00145518
672	69.94261059
673	69.91816732
674	69.89518848
675	69.82198143
676	69.79173235
677	69.7824248
678	69.75356439
679	69.71859461
680	69.69285125
681	69.55114963
682	69.48184474
683	69.46324695
684	69.41001983
685	69.36990701
686	69.27887444
687	69.23699539
688	69.21894565
689	69.19471802
690	69.15923158
691	69.08844903
692	68.98979905
693	68.95096941
694	68.88116093
695	68.77478584
696	68.76086624
697	68.66543124
698	68.63844987
699	68.6056691
700	68.56620903
701	68.55264547
702	68.50032551
703	68.41494642
704	68.40168609
705	68.35570933
706	68.33408977
707	68.30040484
708	68.21930497
709	68.10446282
710	68.0701385
711	68.03414836
712	67.97991724
713	67.94992976
714	67.91332782
715	67.87760266
716	67.85957535
717	67.8553437
718	67.78805953
719	67.75027378
720	67.68131083
721	67.65919917
722	67.5502301
723	67.51629993
724	67.48649466
725	67.40145284
726	67.35046116
727	67.31236409
728	67.26856482
729	67.22282775
730	67.17679577
731	67.11303242
732	67.09930804
733	67.03106144
734	66.9862178
735	66.78938063
736	66.75748323
737	66.74577597
738	66.70998538
739	66.67543434
740	66.61676455
741	66.54082494
742	66.52471841
743	66.47619198
744	66.38364768
745	66.37153963
746	66.34930985
747	66.29928624
748	66.23122035
749	66.06353532
750	66.02089267
751	65.99140457
752	65.9857289
753	65.85683879
754	65.73102739
755	65.7209856
756	65.63889862
757	65.43975526
758	65.42699215
759	65.3840246
760	65.37068367
761	65.34992115
762	65.33351793
763	65.29586704
764	65.26534428
765	65.20378776
766	65.14775827
767	65.12723707
768	65.10937253
769	65.00599427
770	64.96855137
771	64.95185201
772	64.9321103
773	64.91762301
774	64.84966803
775	64.79236626
776	64.63259581
777	64.59574791
778	64.52821777
779	64.49007371
780	64.38669215
781	64.34297672
782	64.27370438
783	64.23394744
784	64.20533152
785	64.18582481
786	64.10763993
787	64.04678328
788	64.01860918
789	63.92308019
790	63.91166756
791	63.88333642
792	63.8420162
793	63.78917409
794	63.75066203
795	63.71064087
796	63.69960043
797	63.6822506
798	63.62839302
799	63.60091428
800	63.57474695
801	63.55314171
802	63.49230066
803	63.45627615
804	63.44609541
805	63.42936121
806	63.42118163
807	63.39527599
808	63.38243769
809	63.32125643
810	63.31413572
811	63.28555151
812	63.23645378
813	63.1963619
814	63.14856687
815	63.08941565
816	63.03162489
817	63.00615506
818	62.97751183
819	62.90774681
820	62.85274056
821	62.79496353
822	62.77730321
823	62.74919572
824	62.70671575
825	62.67987296
826	62.63226623
827	62.58671381
828	62.5573862
829	62.50399549
830	62.46460084
831	62.38642309
832	62.35800993
833	62.3385836
834	62.27958771
835	62.24820669
836	62.19966651
837	62.17010382
838	62.14548323
839	62.10653429
840	62.0686152
841	62.0223346
842	61.98948278
843	61.95873758
844	61.93872482
845	61.92146669
846	61.90427108
847	61.84351133
848	61.79184744
849	61.77801794
850	61.75546838
851	61.69677366
852	61.68911856
853	61.62742449
854	61.58752073
855	61.48600099
856	61.44836832
857	61.41128087
858	61.33493949
859	61.32649403
860	61.2684993
861	61.22667752
862	61.20477916
863	61.13057162
864	61.0921752
865	61.03898042
866	60.99331878
867	60.97049691
868	60.94428249
869	60.93554144
870	60.90649214
871	60.85429285
872	60.83192985
873	60.74755691
874	60.68638033
875	60.67540164
876	60.63205155
877	60.54322589
878	60.46614106
879	60.41461675
880	60.39953312
881	60.34306023
882	60.31670246
883	60.29359485
884	60.26057533
885	60.22026733
886	60.14550912
887	60.12773141
888	60.05807758
889	60.01609839
890	59.94801905
891	59.92280431
892	59.90742956
893	59.84207079
894	59.82581545
895	59.7992681
896	59.78572917
897	59.75636919
898	59.70097886
899	59.67481987
900	59.65124539
901	59.62453221
902	59.54692733
903	59.5362986
904	59.52022252
905	59.47395693
906	59.44871098
907	59.40712378
908	59.33880362
909	59.24936239
910	59.19939903
911	59.13584732
912	59.04550633
913	59.00416949
914	58.9662174
915	58.93139545
916	58.87748947
917	58.83930786
918	58.82906277
919	58.80705895
920	58.7681442
921	58.73129596
922	58.7038166
923	58.67207448
924	58.65733801
925	58.63825568
926	58.60218262
927	58.58976485
928	58.57231144
929	58.55056606
930	58.50646937
931	58.49172833
932	58.44396701
933	58.41620476
934	58.39707864
935	58.38098761
936	58.28377009
937	58.26232293
938	58.22587771
939	58.20393191
940	58.19302485
941	58.18665256
942	58.10590222
943	58.08775968
944	58.05421688
945	58.00071476
946	57.97150239
947	57.89826554
948	57.88021152
949	57.8392717
950	57.76647173
951	57.741042
952	57.72068576
953	57.68057734
954	57.66039954
955	57.62391378
956	57.53491289
957	57.51666854
958	57.49994867
959	57.4701256
960	57.46054685
961	57.39901518
962	57.35123447
963	57.3411472
964	57.31873621
965	57.27746795
966	57.24811955
967	57.22991186
968	57.1928087
969	57.14325768
970	57.10311663
971	57.05801051
972	57.02554586
973	57.01829672
974	56.86614598
975	56.83632705
976	56.77854137
977	56.73506939
978	56.65979979
979	56.62458759
980	56.60066252
981	56.57741818
982	56.55053185
983	56.54176348
984	56.51247204
985	56.50480262
986	56.48025992
987	56.43736224
988	56.39292712
989	56.351471
990	56.33389681
991	56.32175426
992	56.27083249
993	56.23139434
994	56.214233
995	56.19096798
996	56.17739377
997	56.15099745
998	56.12903324
999	56.09634341
1000	56.06994827
1001	56.01557557
1002	56.00452452
1003	55.97048202
1004	55.91163577
1005	55.83775397
1006	55.80907655
1007	55.78331816
1008	55.7546201
1009	55.72368083
1010	55.71447161
1011	55.69084679
1012	55.68378403
1013	55.63962589
1014	55.62310559
1015	55.59538077
1016	55.58746586
1017	55.55917638
1018	55.50965235
1019	55.48190075
1020	55.46740378
1021	55.4381961
1022	55.39496961
1023	55.33724144
1024	55.30430203
1025	55.28628286
1026	55.27196813
1027	55.24040475
1028	55.20093905
1029	55.17868445
1030	55.16012785
1031	55.11177485
1032	55.06385858
1033	55.03532784
1034	55.01617955
1035	54.98630556
1036	54.95738369
1037	54.89004549
1038	54.84969094
1039	54.8216894
1040	54.79556425
1041	54.74822422
1042	54.71941538
1043	54.709139
1044	54.686096
1045	54.62945847
1046	54.56389862
1047	54.5261569
1048	54.50898687
1049	54.46639381
1050	54.44329659
1051	54.42967103
1052	54.41276663
1053	54.34973374
1054	54.31106451
1055	54.23438555
1056	54.21035236
1057	54.15386583
1058	54.12241206
1059	54.08043724
1060	54.03789573
1061	54.0255628
1062	53.98196584
1063	53.94566657
1064	53.92220922
1065	53.90339739
1066	53.89203445
1067	53.82368803
1068	53.79216057
1069	53.73149141
1070	53.69201863
1071	53.66193912
1072	53.63695822
1073	53.59000066
1074	53.55835495
1075	53.51683891
1076	53.49500088
1077	53.46483106
1078	53.43792058
1079	53.40369322
1080	53.37882009
1081	53.34286394
1082	53.29564424
1083	53.28188097
1084	53.22807174
1085	53.20463442
1086	53.18438991
1087	53.13345659
1088	53.08754504
1089	53.05792232
1090	53.0409126
1091	53.02416623
1092	52.99892662
1093	52.97331933
1094	52.95337288
1095	52.90514904
1096	52.87803064
1097	52.84565254
1098	52.76397183
1099	52.72621454
1100	52.71186542
1101	52.69048886
1102	52.66842114
1103	52.65477308
1104	52.61482107
1105	52.59081132
1106	52.57604635
1107	52.55716682
1108	52.54085057
1109	52.51057055
1110	52.47934229
1111	52.39996811
1112	52.35792472
1113	52.30984027
1114	52.27422718
1115	52.24622748
1116	52.22847985
1117	52.19830827
1118	52.15485713
1119	52.13597899
1120	52.12581609
1121	52.09933274
1122	52.08393576
1123	52.05405645
1124	52.03861673
1125	52.02002087
1126	51.98684757
1127	51.95821104
1128	51.94058359
1129	51.92098169
1130	51.88929732
1131	51.86653351
1132	51.84895647
1133	51.82061623
1134	51.76220042
1135	51.70862351
1136	51.69155177
1137	51.66396174
1138	51.58842924
1139	51.56081467
1140	51.52820003
1141	51.48363461
1142	51.44585018
1143	51.43645179
1144	51.42664772
1145	51.39957487
1146	51.37555135
1147	51.34201192
1148	51.33346729
1149	51.3067661
1150	51.29391712
1151	51.2645616
1152	51.24610826
1153	51.23639255
1154	51.20546972
1155	51.1873287
1156	51.0773449
1157	51.0531089
1158	51.02305981
1159	51.00294391
1160	50.9682181
1161	50.94843313
1162	50.92297783
1163	50.90622096
1164	50.822272
1165	50.80076608
1166	50.71868952
1167	50.69754472
1168	50.68067767
1169	50.58221963
1170	50.56661962
1171	50.52685112
1172	50.51192264
1173	50.48782867
1174	50.38915684
1175	50.36642412
1176	50.33909331
1177	50.32870599
1178	50.31974864
1179	50.2947286
1180	50.26652522
1181	50.2525183
1182	50.24039282
1183	50.20240882
1184	50.1812518
1185	50.16664706
1186	50.16038143
1187	50.13238147
1188	50.12265367
1189	50.10724869
1190	50.03388044
1191	49.97941421
1192	49.95163718
1193	49.86033227
1194	49.83958388
1195	49.813385
1196	49.80409913
1197	49.78119219
1198	49.76039515
1199	49.74175001
1200	49.72220245
1201	49.69644255
1202	49.64960623
1203	49.63336429
1204	49.61192326
1205	49.57582096
1206	49.55033424
1207	49.53826317
1208	49.52439742
1209	49.48751677
1210	49.46652014
1211	49.45162102
1212	49.43139077
1213	49.41149266
1214	49.38558271
1215	49.36433339
1216	49.30568116
1217	49.29865241
1218	49.24698741
1219	49.24092741
1220	49.22406387
1221	49.19174349
1222	49.1767266
1223	49.15875531
1224	49.14838368
1225	49.05720239
1226	49.04646346
1227	49.03417333
1228	49.0072474
1229	48.98148193
1230	48.91776515
1231	48.89253066
1232	48.83147141
1233	48.81191265
1234	48.79488427
1235	48.75413623
1236	48.69058937
1237	48.67051251
1238	48.64811102
1239	48.57427069
1240	48.56571919
1241	48.55214102
1242	48.52863241
1243	48.4864268
1244	48.43297811
1245	48.37049037
1246	48.35411876
1247	48.33939987
1248	48.30673468
1249	48.27256592
1250	48.25174808
1251	48.20146947
1252	48.13571215
1253	48.11992969
1254	48.09190432
1255	48.04005156
1256	47.95440613
1257	47.93410756
1258	47.8634476
1259	47.8281273
1260	47.80018024
1261	47.77188535
1262	47.74846167
1263	47.7415602
1264	47.71386857
1265	47.69858447
1266	47.67370543
1267	47.65386162
1268	47.62936917
1269	47.59616641
1270	47.57480446
1271	47.56269296
1272	47.52626046
1273	47.52002759
1274	47.50812215
1275	47.48548096
1276	47.43173892
1277	47.40348258
1278	47.37845396
1279	47.35677326
1280	47.28057642
1281	47.2691468
1282	47.22988125
1283	47.21677889
1284	47.20637991
1285	47.19205795
1286	47.18568722
1287	47.12915361
1288	47.08505658
1289	47.06515895
1290	47.05574845
1291	47.05111128
1292	47.0470145
1293	47.00364243
1294	46.98456988
1295	46.95881196
1296	46.92004822
1297	46.90555441
1298	46.83098027
1299	46.81776302
1300	46.81343073
1301	46.79719787
1302	46.75399784
1303	46.71995734
1304	46.69187607
1305	46.67467248
1306	46.65548321
1307	46.63812823
1308	46.61455095
1309	46.60150676
1310	46.57742348
1311	46.56828654
1312	46.53740777
1313	46.49137509
1314	46.47574263
1315	46.44858067
1316	46.43485179
1317	46.40357802
1318	46.39814987
1319	46.36084195
1320	46.33955105
1321	46.31687318
1322	46.30863783
1323	46.30256587
1324	46.2625968
1325	46.25651812
1326	46.2417119
1327	46.23305212
1328	46.2268408
1329	46.20634164
1330	46.19452489
1331	46.14917003
1332	46.12375371
1333	46.08153294
1334	46.04812235
1335	46.01005873
1336	45.94933938
1337	45.93331932
1338	45.89036119
1339	45.87502824
1340	45.84063011
1341	45.80153076
1342	45.76184221
1343	45.73601605
1344	45.71374777
1345	45.70196091
1346	45.65355499
1347	45.62801718
1348	45.61102454
1349	45.60125025
1350	45.585888
1351	45.57260908
1352	45.55557135
1353	45.53022102
1354	45.51529506
1355	45.45192108
1356	45.436231
1357	45.40785369
1358	45.38465886
1359	45.3777968
1360	45.36123323
1361	45.35892428
1362	45.32986857
1363	45.31194217
1364	45.2651904
1365	45.23324786
1366	45.21156845
1367	45.20577683
1368	45.16662457
1369	45.15888301
1370	45.12902132
1371	45.10860887
1372	45.08607419
1373	45.04561123
1374	45.03404699
1375	45.01482262
1376	44.98764264
1377	44.95612755
1378	44.92654573
1379	44.90489842
1380	44.86476555
1381	44.84677569
1382	44.82010382
1383	44.78582889
1384	44.77163265
1385	44.76676707
1386	44.73412734
1387	44.72770153
1388	44.70423311
1389	44.63810246
1390	44.62580651
1391	44.5766797
1392	44.55834869
1393	44.53988582
1394	44.52220724
1395	44.50274482
1396	44.48749245
1397	44.46795081
1398	44.45321873
1399	44.44811646
1400	44.43343794
1401	44.34069435
1402	44.299415
1403	44.28311672
1404	44.25537963
1405	44.22653195
1406	44.20445639
1407	44.1963285
1408	44.18584626
1409	44.14006298
1410	44.1275929
1411	44.11513593
1412	44.04047722
1413	44.02923492
1414	43.97642051
1415	43.970527
1416	43.95906427
1417	43.90757832
1418	43.89591947
1419	43.88441635
1420	43.87062726
1421	43.86230464
1422	43.85888327
1423	43.84149659
1424	43.81311265
1425	43.80566535
1426	43.75891142
1427	43.75461947
1428	43.74447265
1429	43.72421065
1430	43.6885983
1431	43.67885048
1432	43.67328559
1433	43.63270812
1434	43.61028096
1435	43.58648855
1436	43.57384217
1437	43.5637821
1438	43.54662171
1439	43.53881016
1440	43.49903722
1441	43.48064034
1442	43.45482066
1443	43.44692034
1444	43.42863047
1445	43.42021174
1446	43.3940087
1447	43.37472171
1448	43.34242389
1449	43.33257587
1450	43.2898338
1451	43.27608086
1452	43.26708601
1453	43.23985811
1454	43.21547966
1455	43.20409324
1456	43.16906104
1457	43.15477453
1458	43.13658321
1459	43.10510141
1460	43.08867168
1461	43.04960967
1462	43.03924707
1463	43.02702289
1464	43.01715587
1465	42.99877345
1466	42.97546414
1467	42.93351093
1468	42.90351716
1469	42.89898014
1470	42.87923085
1471	42.86275062
1472	42.85476944
1473	42.8219713
1474	42.81527452
1475	42.79333607
1476	42.78954069
1477	42.77188252
1478	42.73795897
1479	42.7259504
1480	42.71419363
1481	42.68331769
1482	42.64324269
1483	42.6267936
1484	42.5879823
1485	42.56926394
1486	42.53841392
1487	42.53015238
1488	42.50891965
1489	42.46730307
1490	42.40750286
1491	42.38028709
1492	42.36544824
1493	42.34648643
1494	42.32746237
1495	42.30367747
1496	42.28777107
1497	42.26235075
1498	42.25621345
1499	42.24122799
1500	42.22516326
1501	42.2121539
1502	42.19039009
1503	42.16956184
1504	42.15928635
1505	42.15311753
1506	42.12905858
1507	42.11280434
1508	42.10198084
1509	42.09368036
1510	42.06175936
1511	42.04042828
1512	42.03065761
1513	42.01190858
1514	41.99846932
1515	41.9904409
1516	41.93931863
1517	41.93484083
1518	41.91177094
1519	41.89100854
1520	41.885594
1521	41.85072484
1522	41.8110302
1523	41.79816673
1524	41.77541394
1525	41.76113106
1526	41.75322056
1527	41.73893636
1528	41.71777416
1529	41.69890251
1530	41.68035323
1531	41.65754676
1532	41.63387303
1533	41.62682448
1534	41.60557617
1535	41.59749125
1536	41.57717602
1537	41.55291506
1538	41.5433321
1539	41.50278649
1540	41.48759237
1541	41.47921333
1542	41.44395042
1543	41.42838572
1544	41.41743279
1545	41.40997563
1546	41.40874213
1547	41.39566649
1548	41.38564571
1549	41.38213542
1550	41.3720444
1551	41.34696888
1552	41.31886224
1553	41.31103217
1554	41.30419063
1555	41.29814027
1556	41.2754288
1557	41.26034821
1558	41.22955037
1559	41.20386852
1560	41.19287961
1561	41.17857019
1562	41.15681505
1563	41.14116842
1564	41.1056435
1565	41.07089742
1566	41.02930676
1567	41.01438647
1568	40.99312172
1569	40.98309958
1570	40.96470459
1571	40.94992553
1572	40.93832285
1573	40.93000963
1574	40.92312158
1575	40.91095665
1576	40.88817239
1577	40.88066883
1578	40.87725914
1579	40.86048527
1580	40.84334769
1581	40.81487554
1582	40.80170198
1583	40.77546351
1584	40.74092107
1585	40.72356898
1586	40.70240528
1587	40.67962875
1588	40.6689684
1589	40.65993405
1590	40.62313624
1591	40.60317004
1592	40.55336962
1593	40.54519287
1594	40.53565809
1595	40.52794494
1596	40.51279785
1597	40.49580701
1598	40.48799361
1599	40.46367648
1600	40.40707725
1601	40.38456078
1602	40.3600654
1603	40.34214746
1604	40.30972637
1605	40.29341943
1606	40.26582573
1607	40.23456787
1608	40.21311993
1609	40.15464225
1610	40.13688073
1611	40.1254479
1612	40.11101982
1613	40.09227767
1614	40.07599527
1615	40.03946979
1616	40.01839979
1617	40.00575793
1618	39.94809278
1619	39.94247285
1620	39.9016003
1621	39.88880142
1622	39.88450421
1623	39.86411573
1624	39.79403519
1625	39.76965579
1626	39.7457224
1627	39.70524377
1628	39.69254296
1629	39.67522128
1630	39.64713802
1631	39.61964546
1632	39.61112946
1633	39.60444176
1634	39.59125211
1635	39.57245473
1636	39.54809202
1637	39.53394325
1638	39.52477117
1639	39.5147816
1640	39.49107754
1641	39.45792271
1642	39.45368316
1643	39.44737484
1644	39.42554197
1645	39.41317968
1646	39.40717959
1647	39.40007195
1648	39.37736023
1649	39.35489742
1650	39.3069286
1651	39.29454921
1652	39.28353173
1653	39.26248823
1654	39.25249866
1655	39.24218063
1656	39.22342705
1657	39.20791737
1658	39.18182669
1659	39.16062337
1660	39.13726299
1661	39.1167005
1662	39.08363607
1663	39.05822898
1664	39.04232087
1665	39.03121182
1666	39.02062402
1667	39.00525666
1668	38.98941061
1669	38.96628153
1670	38.93777519
